Sales_id,Product_id,Quantity,Coupon_code,abandoned
875,10016663,27,NO CODE,7
876,10017387,26,NO CODE,10
877,10000717,25,NO CODE,3
878,10003271,49,NO CODE,2
879,10017619,29,NO CODE,5
880,10000369,41,NO CODE,12
881,10003729,55,NO CODE,2
882,10014975,27,NO CODE,12
883,10013065,23,NO CODE,2
884,10012353,31,NO CODE,12
885,10015947,46,NO CODE,1
886,10016717,47,NO CODE,9
887,10002267,31,NO CODE,2
888,10003833,46,NO CODE,5
889,10013529,37,NO CODE,9
890,10003835,28,NO CODE,1
891,10004277,37,NO CODE,7
892,10004491,49,NO CODE,4
893,10001485,24,NO CODE,3
894,10006005,30,NO CODE,1
895,10006013,50,NO CODE,1
896,10012965,31,NO CODE,10
897,10017051,46,NO CODE,3
898,10016969,47,NO CODE,12
899,10009619,46,NO CODE,7
900,10018061,37,NO CODE,4
901,10000291,33,NO CODE,12
902,10015149,31,NO CODE,5
903,10003517,48,NO CODE,9
904,10013539,41,NO CODE,6
905,10012861,42,NO CODE,1
906,10016683,41,NO CODE,8
907,10002363,32,NO CODE,6
908,10001007,10,NO CODE,1
909,10003813,35,NO CODE,14
910,10012785,28,NO CODE,2
911,10017033,46,NO CODE,14
912,10016267,20,NO CODE,3
913,10012979,30,NO CODE,11
914,10012849,48,NO CODE,4
915,10014725,28,NO CODE,2
916,10006191,39,NO CODE,11
917,10012811,24,NO CODE,3
918,10013527,28,NO CODE,9
919,10001909,31,NO CODE,6
920,10003797,45,NO CODE,5
921,10004117,24,NO CODE,3
922,10006077,49,NO CODE,3
923,10004161,32,NO CODE,1
924,1000714,43,NO CODE,5
925,10012763,37,NO CODE,14
926,10013663,24,NO CODE,9
927,1000725,35,NO CODE,6
928,10002947,41,NO CODE,13
929,10013303,26,NO CODE,17
930,10000973,34,NO CODE,10
931,10016737,49,NO CODE,5
932,10000221,28,NO CODE,6
933,10004391,40,NO CODE,4
934,10003121,37,NO CODE,3
935,10003259,31,NO CODE,3
936,10004159,41,NO CODE,18
937,10003811,21,NO CODE,9
938,10016745,40,NO CODE,2
939,10013731,46,NO CODE,13
940,10002829,44,NO CODE,11
941,10017609,46,NO CODE,7
942,10004431,41,NO CODE,10
943,10016689,32,NO CODE,7
944,10003841,46,NO CODE,4
945,10007607,28,NO CODE,6
946,10018055,49,NO CODE,10
947,10012365,21,NO CODE,1
948,10002643,32,NO CODE,15
949,10013619,34,NO CODE,2
950,10012855,21,NO CODE,4
951,10009617,21,NO CODE,13
952,10000679,31,NO CODE,7
953,10016977,21,NO CODE,15
954,10017451,25,NO CODE,5
955,10001657,28,NO CODE,3
956,10007797,43,NO CODE,6
957,10012857,22,NO CODE,5
958,10017773,37,NO CODE,5
959,10017445,28,NO CODE,18
960,10017497,30,NO CODE,7
961,10017461,44,NO CODE,1
962,10016669,25,NO CODE,13
963,10015173,43,NO CODE,1
964,10017957,30,NO CODE,13
965,10001281,20,NO CODE,2
966,10003839,26,NO CODE,10
967,10006055,40,NO CODE,3
968,10006061,31,NO CODE,1
969,10012917,22,NO CODE,10
970,10014943,23,NO CODE,2
971,10017401,30,NO CODE,8
972,10006067,49,NO CODE,5
973,10005281,31,NO CODE,4
974,1000713,29,NO CODE,2
975,10003829,37,NO CODE,2
976,10000809,38,NO CODE,11
977,10003825,29,NO CODE,4
978,10012967,23,NO CODE,13
979,10003081,26,NO CODE,8
980,10017133,38,NO CODE,5
981,10018865,48,NO CODE,7
982,10017643,40,NO CODE,18
983,10025687,45,NO CODE,11
984,10013587,44,NO CODE,4
985,10021597,21,NO CODE,5
986,10026739,35,NO CODE,5
987,10029491,29,NO CODE,2
988,10027161,21,NO CODE,2
989,10018885,22,NO CODE,11
990,10019881,26,NO CODE,5
991,10031555,41,NO CODE,2
992,1003130,47,NO CODE,8
993,10030039,31,NO CODE,7
994,10019071,43,NO CODE,2
995,10021281,23,NO CODE,9
996,10021513,28,NO CODE,9
997,10029377,49,NO CODE,1
998,10030893,24,NO CODE,9
999,10032495,33,NO CODE,3
1000,10025889,22,NO CODE,6
1001,10018839,32,NO CODE,12
1002,10030891,40,NO CODE,13
1003,10029299,43,NO CODE,1
1004,10033715,24,NO CODE,4
1005,10032095,32,NO CODE,9
1006,10030171,20,NO CODE,1
1007,10027163,24,NO CODE,9
1008,10032449,48,NO CODE,12
1009,10021499,44,NO CODE,1
1010,10030001,28,NO CODE,3
1011,10029059,24,NO CODE,9
1012,10032879,33,NO CODE,2
1013,10032475,41,NO CODE,12
1014,10025543,23,NO CODE,13
1015,10028931,46,NO CODE,5
1016,10020701,48,NO CODE,4
1017,10019201,25,NO CODE,3
1018,10019257,22,NO CODE,15
1019,10035409,41,NO CODE,3
1020,10020739,34,NO CODE,9
1021,10021161,32,NO CODE,14
1022,10024799,21,NO CODE,7
1023,10027179,20,NO CODE,1
1024,10018857,47,NO CODE,16
1025,10030173,39,NO CODE,3
1026,10019811,29,NO CODE,5
1027,10032521,45,NO CODE,7
1028,10019161,28,NO CODE,10
1029,10021561,26,NO CODE,12
1030,10027977,50,NO CODE,10
1031,10033763,48,NO CODE,1
1032,10033637,25,NO CODE,11
1033,10030279,40,NO CODE,11
1034,10029195,43,NO CODE,2
1035,10032459,22,NO CODE,5
1036,10030391,47,NO CODE,1
1037,10025303,36,NO CODE,9
1038,10028959,40,NO CODE,6
1039,10035807,27,NO CODE,8
1040,10033751,29,NO CODE,7
1041,10029037,20,NO CODE,9
1042,10030921,42,NO CODE,7
1043,10029161,25,NO CODE,5
1044,10028947,36,NO CODE,5
1045,10027957,21,NO CODE,12
1046,10024515,23,NO CODE,9
1047,10018287,37,NO CODE,9
1048,10029661,48,NO CODE,3
1049,10032551,25,NO CODE,3
1050,1002199,33,NO CODE,11
1051,10028997,27,NO CODE,12
1052,10028353,27,NO CODE,11
1053,10021155,20,NO CODE,3
1054,10032127,30,NO CODE,4
1055,10032121,48,NO CODE,6
1056,10027387,32,NO CODE,12
1057,10030151,34,NO CODE,1
1058,10020041,27,NO CODE,9
1059,10028953,39,NO CODE,3
1060,10020017,47,NO CODE,6
1061,10033789,22,NO CODE,5
1062,10018897,55,NO CODE,1
1063,10018919,60,NO CODE,9
1064,10032635,35,NO CODE,6
1065,10028963,28,NO CODE,8
1066,10024489,38,NO CODE,13
1067,10030431,21,NO CODE,7
1068,10030245,41,NO CODE,4
1069,10024485,22,NO CODE,10
1070,10018863,29,NO CODE,9
1071,10033699,50,NO CODE,1
1072,10030139,29,NO CODE,11
1073,10033723,49,NO CODE,11
1074,10018903,35,NO CODE,3
1075,10030371,48,NO CODE,11
1076,10019231,23,NO CODE,5
1077,10018923,48,NO CODE,8
1078,10033655,42,NO CODE,14
1079,10027385,47,NO CODE,15
1080,10027365,36,NO CODE,3
1081,10029235,22,NO CODE,6
1082,10030187,40,NO CODE,11
1083,10030747,23,NO CODE,3
1084,10019223,32,NO CODE,6
1085,10030077,21,NO CODE,7
1086,10030749,41,NO CODE,2
1087,10032823,25,NO CODE,5
1088,10018981,26,NO CODE,12
1089,10020709,24,NO CODE,4
1090,10020075,48,NO CODE,14
1091,10030291,26,NO CODE,9
1092,10019539,21,NO CODE,13
1093,10032445,45,NO CODE,10
1094,10032795,36,NO CODE,10
1095,10028929,21,NO CODE,5
1096,10019701,32,NO CODE,5
1097,10018861,30,NO CODE,17
1098,10033599,36,NO CODE,6
1099,10030739,33,NO CODE,11
1100,10025015,35,NO CODE,5
1101,10027195,37,NO CODE,12
1102,10019643,41,NO CODE,6
1103,10029077,20,NO CODE,2
1104,10033053,45,NO CODE,2
1105,10019873,38,NO CODE,6
1106,10029025,43,NO CODE,15
1107,10030455,49,NO CODE,8
1108,10027907,27,NO CODE,13
1109,10019785,46,NO CODE,1
1110,10032773,38,NO CODE,10
1111,10030041,25,NO CODE,5
1112,10019733,46,NO CODE,10
1113,10027099,22,NO CODE,4
1114,10029241,40,NO CODE,9
1115,10032801,46,NO CODE,16
1116,10030397,39,NO CODE,4
1117,10032481,38,NO CODE,16
1118,10019851,30,NO CODE,5
1119,10028157,42,NO CODE,2
1120,10028841,43,NO CODE,6
1121,10029991,29,NO CODE,4
1122,10030183,33,NO CODE,1
1123,10030255,32,NO CODE,5
1124,10019209,28,NO CODE,11
1125,10027963,41,NO CODE,8
1126,10032525,33,NO CODE,1
1127,10033681,36,NO CODE,5
1128,10018783,26,NO CODE,5
1129,10029989,34,NO CODE,7
1130,10019523,26,NO CODE,2
1131,10033619,38,NO CODE,11
1132,10018893,33,NO CODE,8
1133,10030021,33,NO CODE,2
1134,10024835,46,NO CODE,2
1135,10019985,26,NO CODE,12
1136,10028179,25,NO CODE,3
1137,10028399,45,NO CODE,4
1138,10029987,50,NO CODE,7
1139,10024581,36,NO CODE,1
1140,10028881,21,NO CODE,5
1141,10025137,29,NO CODE,8
1142,10019159,21,NO CODE,12
1143,10032717,42,NO CODE,9
1144,10021477,37,NO CODE,9
1145,10029089,25,NO CODE,4
1146,10019775,36,NO CODE,4
1147,10033597,22,NO CODE,16
1148,10032631,23,NO CODE,5
1149,10030213,32,NO CODE,10
1150,10032853,28,NO CODE,4
1151,10019255,27,NO CODE,11
1152,10027377,49,NO CODE,5
1153,10025329,41,NO CODE,1
1154,10030141,49,NO CODE,1
1155,10029259,30,NO CODE,5
1156,10027549,40,NO CODE,14
1157,10030153,23,NO CODE,7
1158,10035883,49,NO CODE,12
1159,10032719,25,NO CODE,5
1160,10020899,37,NO CODE,3
1161,10018217,55,NO CODE,7
1162,10028923,23,NO CODE,7
1163,10027669,24,NO CODE,11
1164,10029293,43,NO CODE,10
1165,10032073,50,NO CODE,1
1166,10030381,47,NO CODE,2
1167,10021553,34,NO CODE,4
1168,10034019,31,NO CODE,4
1169,10019715,28,NO CODE,11
1170,10024751,36,NO CODE,0
1171,10025293,48,NO CODE,8
1172,10028763,39,NO CODE,4
1173,10024959,45,NO CODE,9
1174,10028943,35,NO CODE,5
1175,10027197,45,NO CODE,8
1176,10029819,46,NO CODE,6
1177,10029999,37,NO CODE,1
1178,10028087,31,NO CODE,3
1179,10032729,33,NO CODE,4
1180,10029565,31,NO CODE,4
1181,10032825,27,NO CODE,2
1182,10032807,39,NO CODE,6
1183,10024317,32,NO CODE,11
1184,10033615,28,NO CODE,8
1185,10030743,26,NO CODE,12
1186,10027169,44,NO CODE,2
1187,10019277,46,NO CODE,6
1188,10029687,32,NO CODE,4
1189,10033747,65,NO CODE,1
1190,10027645,43,NO CODE,3
1191,10029731,43,NO CODE,12
1192,10032455,35,NO CODE,16
1193,10036241,45,NO CODE,13
1194,10019077,47,NO CODE,2
1195,10029811,21,NO CODE,8
1196,10021559,38,NO CODE,8
1197,10020307,21,NO CODE,3
1198,10035863,43,NO CODE,9
1199,10032117,46,NO CODE,8
1200,10036233,38,NO CODE,1
1201,10030327,26,NO CODE,1
1202,10019083,31,NO CODE,5
1203,10019543,48,NO CODE,3
1204,10024841,33,NO CODE,9
1205,10028145,38,NO CODE,1
1206,10029357,39,NO CODE,3
1207,10028113,42,NO CODE,16
1208,10029525,44,NO CODE,4
1209,10030275,29,NO CODE,2
1210,10029717,26,NO CODE,8
1211,10033611,31,NO CODE,1
1212,10032691,32,NO CODE,12
1213,10019189,28,NO CODE,9
1214,10035817,36,NO CODE,2
1215,10029017,36,NO CODE,1
1216,10019005,41,NO CODE,17
1217,10033759,27,NO CODE,8
1218,10019259,33,NO CODE,1
1219,10018883,34,NO CODE,12
1220,10029233,29,NO CODE,10
1221,10018997,34,NO CODE,6
1222,10026223,48,NO CODE,9
1223,10027301,46,NO CODE,6
1224,10028143,22,NO CODE,3
1225,10020073,20,NO CODE,5
1226,10028127,45,NO CODE,9
1227,10021519,46,NO CODE,5
1228,10035823,34,NO CODE,14
1229,10035587,50,NO CODE,1
1230,10028413,46,NO CODE,3
1231,10028989,22,NO CODE,12
1232,10024861,48,NO CODE,6
1233,10027531,47,NO CODE,14
1234,10035999,34,NO CODE,6
1235,10033719,45,NO CODE,2
1236,10028647,20,NO CODE,2
1237,10030395,50,NO CODE,6
1238,10033057,22,NO CODE,6
1239,10018875,45,NO CODE,17
1240,10030715,58,NO CODE,6
1241,10027649,51,NO CODE,5
1242,10031117,38,NO CODE,3
1243,10033667,22,NO CODE,12
1244,10018929,25,NO CODE,5
1245,10024629,24,NO CODE,15
1246,10019247,35,NO CODE,1
1247,10033701,28,NO CODE,6
1248,10028331,36,NO CODE,5
1249,10026251,39,NO CODE,16
1250,10019113,27,NO CODE,8
1251,10019069,40,NO CODE,1
1252,10027609,50,NO CODE,5
1253,10026297,42,NO CODE,3
1254,10019101,48,NO CODE,5
1255,10019521,25,NO CODE,5
1256,10018963,31,NO CODE,8
1257,10021271,44,NO CODE,2
1258,10019697,23,NO CODE,16
1259,10028581,29,NO CODE,8
1260,10030129,49,NO CODE,13
1261,10032713,36,NO CODE,3
1262,1003545,34,NO CODE,5
1263,10019513,25,NO CODE,13
1264,10035815,48,NO CODE,6
1265,10028971,38,NO CODE,1
1266,10020049,37,NO CODE,1
1267,10029381,49,NO CODE,5
1268,10032785,22,NO CODE,4
1269,10019115,28,NO CODE,8
1270,10030923,36,NO CODE,7
1271,10030331,34,NO CODE,1
1272,10030403,39,NO CODE,10
1273,10033967,21,NO CODE,14
1274,10018841,36,NO CODE,11
1275,10030543,24,NO CODE,15
1276,10019167,29,NO CODE,5
1277,10028217,38,NO CODE,1
1278,10019533,34,NO CODE,11
1279,10031085,42,NO CODE,3
1280,10033589,35,NO CODE,17
1281,10028427,35,NO CODE,6
1282,10024511,38,NO CODE,2
1283,10028843,41,NO CODE,1
1284,10028169,50,NO CODE,2
1285,10019003,21,NO CODE,4
1286,10030135,43,NO CODE,8
1287,10029253,32,NO CODE,1
1288,10030189,6,NO CODE,3
1289,10028291,66,NO CODE,6
1290,10021169,41,NO CODE,10
1291,10033671,23,NO CODE,4
1292,10019199,43,NO CODE,1
1293,10030239,24,NO CODE,7
1294,10029673,22,NO CODE,6
1295,10027571,26,NO CODE,1
1296,10019823,35,NO CODE,8
1297,10035561,47,NO CODE,8
1298,10021175,50,NO CODE,14
1299,10019843,45,NO CODE,8
1300,10018173,39,NO CODE,2
1301,10032579,23,NO CODE,5
1302,10033691,42,NO CODE,11
1303,10025691,20,NO CODE,9
1304,10025037,33,NO CODE,12
1305,10019885,34,NO CODE,14
1306,10031099,49,NO CODE,3
1307,10030045,39,NO CODE,8
1308,10033771,36,NO CODE,7
1309,10019165,50,NO CODE,5
1310,10028275,29,NO CODE,2
1311,10019157,30,NO CODE,3
1312,10020357,41,NO CODE,7
1313,10028121,28,NO CODE,7
1314,10033785,45,NO CODE,5
1315,10019235,16,NO CODE,11
1316,10021497,36,NO CODE,5
1317,10027227,41,NO CODE,9
1318,10031013,50,NO CODE,5
1319,10019289,40,NO CODE,5
1320,10028979,49,NO CODE,2
1321,10030167,45,NO CODE,3
1322,10018985,47,NO CODE,10
1323,10027685,21,NO CODE,2
1324,10018329,32,NO CODE,5
1325,10028041,47,NO CODE,16
1326,10030205,38,NO CODE,5
1327,10028635,41,NO CODE,10
1328,10018337,21,NO CODE,3
1329,10019079,41,NO CODE,13
1330,10018867,38,NO CODE,3
1331,10019227,25,NO CODE,10
1332,10018801,48,NO CODE,5
1333,10025233,22,NO CODE,14
1334,10030119,28,NO CODE,8
1335,10036081,47,NO CODE,1
1336,10019097,49,NO CODE,4
1337,10030097,45,NO CODE,4
1338,10019155,28,NO CODE,2
1339,10030203,29,NO CODE,6
1340,10024949,39,NO CODE,1
1341,10020355,46,NO CODE,3
1342,10018889,38,NO CODE,13
1343,10028211,41,NO CODE,0
1344,10024519,50,NO CODE,3
1345,10019285,43,NO CODE,9
1346,10030169,29,NO CODE,9
1347,10031241,30,NO CODE,6
1348,10029173,25,NO CODE,7
1349,10028481,49,NO CODE,2
1350,10026303,40,NO CODE,6
1351,10030093,41,NO CODE,9
1352,10019625,21,NO CODE,4
1353,10026247,46,NO CODE,1
1354,10028137,39,NO CODE,0
1355,10029397,45,NO CODE,7
1356,10027917,21,NO CODE,4
1357,10029637,44,NO CODE,7
1358,10035639,44,NO CODE,14
1359,10029119,29,NO CODE,9
1360,10019841,34,NO CODE,4
1361,10030413,39,NO CODE,1
1362,10030051,38,NO CODE,6
1363,10020039,24,NO CODE,8
1364,10030179,29,NO CODE,6
1365,10033025,30,NO CODE,8
1366,10032581,20,NO CODE,2
1367,10027173,39,NO CODE,2
1368,10029321,35,NO CODE,7
1369,10028355,26,NO CODE,4
1370,10030017,44,NO CODE,11
1371,10029695,28,NO CODE,15
1372,10021563,31,NO CODE,12
1373,10019141,29,NO CODE,1
1374,10031549,32,NO CODE,7
1375,10030721,33,NO CODE,7
1376,10033753,44,NO CODE,2
1377,10026411,32,NO CODE,8
1378,10018193,41,NO CODE,7
1379,10026845,35,NO CODE,14
1380,10030305,44,NO CODE,8
1381,10033809,26,NO CODE,4
1382,10029625,20,NO CODE,2
1383,10019095,48,NO CODE,8
1384,10027707,34,NO CODE,17
1385,10025681,49,NO CODE,2
1386,10020019,40,NO CODE,15
1387,10025697,45,NO CODE,3
1388,10035511,50,NO CODE,4
1389,10028225,38,NO CODE,11
1390,10020711,25,NO CODE,2
1391,10029031,28,NO CODE,13
1392,10030217,49,NO CODE,8
1393,10024517,49,NO CODE,3
1394,10025625,42,NO CODE,9
1395,10018785,23,NO CODE,8
1396,10030009,29,NO CODE,2
1397,10026295,25,NO CODE,1
1398,10025693,39,NO CODE,15
1399,10028253,44,NO CODE,12
1400,10027369,25,NO CODE,16
1401,10033673,45,NO CODE,6
1402,10019685,25,NO CODE,2
1403,10021627,37,NO CODE,12
1404,10033793,30,NO CODE,4
1405,10029975,36,NO CODE,1
1406,10032609,26,NO CODE,1
1407,10019611,23,NO CODE,7
1408,10021165,23,NO CODE,3
1409,10024505,25,NO CODE,2
1410,10029051,21,NO CODE,3
1411,10019143,26,NO CODE,5
1412,10021449,44,NO CODE,9
1413,10028817,24,NO CODE,2
1414,10030251,66,NO CODE,4
1415,10028277,36,NO CODE,7
1416,10020223,36,NO CODE,13
1417,10033415,22,NO CODE,12
1418,10020179,25,NO CODE,6
1419,10021135,37,NO CODE,5
1420,10030181,32,NO CODE,3
1421,10030161,47,NO CODE,16
1422,10032881,37,NO CODE,4
1423,10018913,20,NO CODE,10
1424,10030101,41,NO CODE,3
1425,10018881,21,NO CODE,1
1426,10029509,22,NO CODE,8
1427,10030393,40,NO CODE,5
1428,10033709,32,NO CODE,5
1429,10032745,36,NO CODE,11
1430,10027189,27,NO CODE,1
1431,10019245,26,NO CODE,6
1432,10029207,30,NO CODE,3
1433,1002096,23,NO CODE,4
1434,10021555,29,NO CODE,7
1435,10025539,21,NO CODE,10
1436,10029005,34,NO CODE,3
1437,10033705,26,NO CODE,8
1438,10027591,60,NO CODE,11
1439,10018939,35,NO CODE,6
1440,10032681,47,NO CODE,2
1441,10035423,20,NO CODE,8
1442,10033779,20,NO CODE,2
1443,10018989,25,NO CODE,4
1444,10030025,25,NO CODE,9
1445,10019797,27,NO CODE,8
1446,10029753,31,NO CODE,3
1447,10033679,44,NO CODE,3
1448,10030591,49,NO CODE,4
1449,10033687,26,NO CODE,8
1450,10019239,36,NO CODE,6
1451,10020145,44,NO CODE,2
1452,10018907,28,NO CODE,1
1453,10027799,45,NO CODE,2
1454,10029043,29,NO CODE,11
1455,10032537,40,NO CODE,5
1456,10035835,45,NO CODE,2
1457,10018169,44,NO CODE,11
1458,10019065,25,NO CODE,14
1459,10032721,45,NO CODE,4
1460,10028925,48,NO CODE,4
1461,10021181,44,NO CODE,14
1462,10029101,25,NO CODE,12
1463,10029959,22,NO CODE,2
1464,10019121,31,NO CODE,2
1465,10033641,21,NO CODE,2
1466,10027319,55,NO CODE,1
1467,10025301,25,NO CODE,3
1468,10029307,35,NO CODE,1
1469,10019605,35,NO CODE,3
1470,10021547,43,NO CODE,7
1471,10032877,44,NO CODE,15
1472,10025201,50,NO CODE,2
1473,10026417,48,NO CODE,10
1474,10030075,25,NO CODE,2
1475,10033683,39,NO CODE,3
1476,10029543,25,NO CODE,15
1477,10020059,32,NO CODE,2
1478,10030219,20,NO CODE,8
1479,10019563,26,NO CODE,3
1480,10036065,42,NO CODE,3
1481,10028389,21,NO CODE,2
1482,10024509,34,NO CODE,7
1483,10027165,47,NO CODE,10
1484,10028269,21,NO CODE,6
1485,10021461,48,NO CODE,2
1486,10032797,30,NO CODE,7
1487,10030529,27,NO CODE,10
1488,10028497,50,NO CODE,2
1489,10028139,38,NO CODE,6
1490,10019855,45,NO CODE,1
1491,10035821,46,NO CODE,8
1492,10027317,35,NO CODE,3
1493,10019687,29,NO CODE,15
1494,10028327,50,NO CODE,1
1495,10036235,26,NO CODE,1
1496,10019067,47,NO CODE,8
1497,10030231,23,NO CODE,7
1498,10028193,34,NO CODE,5
1499,10033165,34,NO CODE,1
1500,10028403,47,NO CODE,6
1501,10032833,45,NO CODE,12
1502,10027167,45,NO CODE,5
1503,10033649,36,NO CODE,3
1504,10035431,21,NO CODE,10
1505,10033801,28,NO CODE,1
1506,10030635,35,NO CODE,1
1507,10018869,50,NO CODE,13
1508,10028855,22,NO CODE,3
1509,10033659,45,NO CODE,8
1510,10019229,48,NO CODE,5
1511,10029275,20,NO CODE,5
1512,10021507,27,NO CODE,6
1513,10027307,38,NO CODE,11
1514,10019119,32,NO CODE,3
1515,10028937,64,NO CODE,10
1516,10035419,37,NO CODE,13
1517,10031043,28,NO CODE,4
1518,10018943,39,NO CODE,10
1519,10020225,41,NO CODE,5
1520,10021007,40,NO CODE,16
1521,10026241,49,NO CODE,11
1522,10027171,27,NO CODE,9
1523,10027183,34,NO CODE,11
1524,10018927,23,NO CODE,5
1525,10019181,31,NO CODE,6
1526,10019267,34,NO CODE,1
1527,10030065,25,NO CODE,11
1528,10036077,22,NO CODE,3
1529,10027877,32,NO CODE,6
1530,10030085,31,NO CODE,9
1531,10018793,25,NO CODE,1
1532,10025079,47,NO CODE,14
1533,10019793,21,NO CODE,7
1534,10028215,28,NO CODE,2
1535,10027155,46,NO CODE,3
1536,10030717,33,NO CODE,11
1537,10029171,43,NO CODE,16
1538,10033745,38,NO CODE,5
1539,10018887,47,NO CODE,6
1540,10030285,45,NO CODE,3
1541,10032753,20,NO CODE,3
1542,10019147,45,NO CODE,2
1543,10025161,36,NO CODE,7
1544,10030269,37,NO CODE,5
1545,10027143,31,NO CODE,9
1546,10018279,39,NO CODE,6
1547,10028995,26,NO CODE,10
1548,10026293,32,NO CODE,5
1549,10028797,20,NO CODE,3
1550,10030013,42,NO CODE,6
1551,1003553,33,NO CODE,1
1552,10035381,20,NO CODE,12
1553,10033629,29,NO CODE,1
1554,10019383,23,NO CODE,16
1555,10019153,39,NO CODE,13
1556,10029365,20,NO CODE,3
1557,10028367,45,NO CODE,6
1558,10029997,20,NO CODE,6
1559,10028025,48,NO CODE,5
1560,10033613,23,NO CODE,13
1561,10018993,32,NO CODE,4
1562,10018119,33,NO CODE,8
1563,10019821,61,NO CODE,1
1564,10019845,45,NO CODE,1
1565,10029927,38,NO CODE,7
1566,10019063,34,NO CODE,5
1567,10030737,43,NO CODE,7
1568,10019559,47,NO CODE,11
1569,10026421,22,NO CODE,1
1570,10021145,29,NO CODE,6
1571,10029375,28,NO CODE,14
1572,10019075,40,NO CODE,6
1573,10030259,25,NO CODE,7
1574,10027145,30,NO CODE,4
1575,10019573,38,NO CODE,6
1576,10027281,36,NO CODE,3
1577,1002026,32,NO CODE,1
1578,10032821,37,NO CODE,7
1579,10032765,30,NO CODE,6
1580,10030399,39,NO CODE,11
1581,10029231,32,NO CODE,1
1582,10021551,47,NO CODE,4
1583,10030061,26,NO CODE,6
1584,10018891,37,NO CODE,4
1585,10035977,55,NO CODE,8
1586,10033783,21,NO CODE,8
1587,10019207,23,NO CODE,9
1588,10032531,49,NO CODE,2
1589,10025031,59,NO CODE,3
1590,10019185,32,NO CODE,1
1591,10019111,43,NO CODE,9
1592,10019073,41,NO CODE,3
1593,10019869,45,NO CODE,9
1594,10034015,33,NO CODE,6
1595,10019091,40,NO CODE,5
1596,10021163,33,NO CODE,16
1597,10033029,50,NO CODE,7
1598,10029315,30,NO CODE,7
1599,10030059,41,NO CODE,13
1600,10033675,35,NO CODE,7
1601,10027661,49,NO CODE,1
1602,10028541,46,NO CODE,4
1603,10027097,48,NO CODE,10
1604,10019197,36,NO CODE,8
1605,10033757,22,NO CODE,11
1606,10035839,42,NO CODE,13
1607,10019805,21,NO CODE,2
1608,10019517,29,NO CODE,7
1609,10032817,35,NO CODE,6
1610,10030351,41,NO CODE,4
1611,10028333,29,NO CODE,4
1612,10032077,34,NO CODE,7
1613,10019827,37,NO CODE,8
1614,10019593,28,NO CODE,3
1615,10028577,49,NO CODE,6
1616,10029503,23,NO CODE,10
1617,10030149,46,NO CODE,2
1618,10029167,39,NO CODE,2
1619,10030593,22,NO CODE,1
1620,10028993,49,NO CODE,6
1621,10020719,43,NO CODE,4
1622,10033805,27,NO CODE,8
1623,10031565,31,NO CODE,5
1624,10021085,20,NO CODE,9
1625,10025241,24,NO CODE,4
1626,10019151,49,NO CODE,2
1627,10027587,24,NO CODE,5
1628,10028859,39,NO CODE,9
1629,10029129,37,NO CODE,2
1630,10020329,45,NO CODE,11
1631,10027717,45,NO CODE,4
1632,10028949,44,NO CODE,15
1633,10021491,23,NO CODE,12
1634,10024945,30,NO CODE,4
1635,10032637,26,NO CODE,10
1636,10019655,43,NO CODE,1
1637,10027787,26,NO CODE,7
1638,10020323,28,NO CODE,12
1639,10019883,27,NO CODE,5
1640,10029325,24,NO CODE,1
1641,10029157,40,NO CODE,2
1642,10033817,36,NO CODE,1
1643,10030195,21,NO CODE,5
1644,10032845,27,NO CODE,1
1645,10030221,47,NO CODE,1
1646,1003485,42,NO CODE,8
1647,10035881,32,NO CODE,17
1648,10019281,28,NO CODE,6
1649,10018313,24,NO CODE,11
1650,10030271,49,NO CODE,1
1651,10029995,46,NO CODE,12
1652,10033665,28,NO CODE,1
1653,10032831,48,NO CODE,6
1654,10019163,29,NO CODE,10
1655,10030719,47,NO CODE,9
1656,10018807,43,NO CODE,10
1657,10036169,25,NO CODE,6
1658,10027383,48,NO CODE,1
1659,10028077,24,NO CODE,10
1660,10019755,42,NO CODE,4
1661,10030191,31,NO CODE,2
1662,10031101,42,NO CODE,5
1663,10019279,37,NO CODE,1
1664,10020071,41,NO CODE,7
1665,10029305,20,NO CODE,5
1666,10019225,20,NO CODE,3
1667,10030547,70,NO CODE,10
1668,10024503,49,NO CODE,9
1669,10024501,35,NO CODE,15
1670,10033713,32,NO CODE,2
1671,10019579,29,NO CODE,16
1672,10032707,27,NO CODE,3
1673,10032861,27,NO CODE,11
1674,10029949,38,NO CODE,11
1675,10030295,35,NO CODE,6
1676,10032561,42,NO CODE,3
1677,10021131,21,NO CODE,11
1678,10021447,37,NO CODE,4
1679,10024491,26,NO CODE,4
1680,10019765,47,NO CODE,8
1681,10019661,37,NO CODE,6
1682,10019145,46,NO CODE,12
1683,10032743,38,NO CODE,3
1684,10030247,33,NO CODE,6
1685,10029399,24,NO CODE,2
1686,10031529,31,NO CODE,7
1687,10030751,42,NO CODE,1
1688,10032487,32,NO CODE,6
1689,10032101,41,NO CODE,3
1690,10020773,43,NO CODE,14
1691,10029205,20,NO CODE,14
1692,10027241,35,NO CODE,4
1693,10029337,27,NO CODE,4
1694,10020047,43,NO CODE,11
1695,10030731,32,NO CODE,10
1696,10030421,21,NO CODE,4
1697,1001944,20,NO CODE,3
1698,10029805,22,NO CODE,1
1699,10027285,36,NO CODE,14
1700,10021505,46,NO CODE,2
1701,10030293,47,NO CODE,8
1702,10019241,45,NO CODE,1
1703,10033711,47,NO CODE,14
